id,parameter_set_id,source,qualifier,amount,units
45917,772,Incentive,max,1850.0000,$
45918,773,Incentive,,250.0000,$
45919,776,Incentive,min,1000.0000,$/Unit
45920,776,Incentive,max,1400.0000,$
45921,5271,Incentive,,5.0000,"$/square foot"
45922,5272,Incentive,min,0.5000,"$/square foot"
45923,5272,Incentive,max,1.0000,"$/square foot"
45924,7203,Incentive,,40.0000,$/Unit
45925,7204,Incentive,,100.0000,"% of cost"
45926,7205,Incentive,,140.0000,$/Unit
45927,374,Incentive,,50.0000,$/Unit
45928,375,Incentive,min,300.0000,$/Unit
45929,375,Incentive,max,800.0000,$/Unit
45930,376,Incentive,min,0.7500,"$/square foot"
45931,376,Incentive,max,2.0000,"$/square foot"
45932,377,Incentive,,6.0000,"$/square foot"
45933,381,Incentive,,40.0000,$/Unit
45934,4263,Incentive,,5.0000,$/fixture
45935,4263,Incentive,max,70.0000,"% of cost"
45936,4264,Incentive,min,300.0000,$/Unit
45937,4264,Incentive,max,1600.0000,$/Unit
45938,4265,Incentive,min,1200.0000,$/Unit
45939,4265,Incentive,max,1400.0000,$/Unit
45940,4266,Incentive,min,200.0000,$/Unit
45941,4266,Incentive,max,250.0000,$/Unit
45942,7206,Incentive,,100.0000,$/Unit
45943,7207,Incentive,,140.0000,$/Unit
45945,5113,Incentive,max,1000.0000,$
45949,4667,Incentive,,300.0000,$
45950,264,Incentive,,0.5000,$/kWh
45977,4429,Incentive,,35.0000,$/Unit
45978,4431,Incentive,min,600.0000,$/Unit
45979,4431,Incentive,max,700.0000,$/Unit
45980,4432,Incentive,,6.0000,"$/square foot"
45981,4433,Incentive,min,500.0000,$/Unit
45982,4433,Incentive,max,1600.0000,$/Unit
45983,4434,Incentive,min,200.0000,$/Unit
45984,4434,Incentive,max,250.0000,$/Unit
45985,7208,Incentive,min,0.9000,"$/square foot"
45986,7208,Incentive,max,2.0000,"$/square foot"
45987,7209,Incentive,,250.0000,$
45988,609,Incentive,min,250.0000,$/Unit
45989,609,Incentive,max,1000.0000,$/Unit
45990,610,Incentive,,1000.0000,$/Unit
45991,4412,Incentive,min,400.0000,$/Unit
45992,4412,Incentive,max,1000.0000,$/Unit
45993,4413,Incentive,,350.0000,$
45994,4414,Incentive,,50.0000,$/Unit
45995,4415,Incentive,,150.0000,$/Unit
45996,4416,Incentive,,75.0000,$/Unit
46006,4379,Incentive,,50.0000,$/Unit
46007,4381,Incentive,min,200.0000,$/Unit
46008,4381,Incentive,max,400.0000,$/Unit
46009,4381,Incentive,max,100.0000,"% of cost"
46010,4383,Incentive,,500.0000,$
46011,4384,Incentive,,25.0000,"% of cost"
46012,4384,Incentive,max,350.0000,$
46013,4384,Incentive,,6.0000,"$/square foot"
46014,4385,Incentive,,40.0000,$/Unit
46015,4385,Incentive,max,100.0000,"% of cost"
46016,4386,Incentive,min,0.7500,"$/square foot"
46017,4386,Incentive,max,2.0000,"$/square foot"
46018,7210,Incentive,,500.0000,$/Unit
46025,2449,Incentive,,0.2500,$/W
46026,2449,Incentive,max,5000.0000,$
46027,2451,Incentive,,800.0000,$/Unit
46028,2452,Incentive,,500.0000,$/kW
46029,2452,Incentive,max,2000.0000,$
46030,2453,Incentive,,500.0000,$/kW
46031,2453,Incentive,max,5000.0000,$
46032,2454,Incentive,,500.0000,$/kW
46033,2454,Incentive,max,5000.0000,$
46034,2455,Incentive,,0.0500,"$/kWh (1 year)"
46035,2455,Incentive,max,5000.0000,$
46036,4247,Incentive,,0.4000,$/W-AC
46037,4247,Incentive,max,2000.0000,$
46038,2460,Incentive,max,1500.0000,$
46039,2460,Incentive,max,50.0000,"% of cost"
46047,5233,Incentive,,0.9500,$/W
46048,5233,Incentive,max,5700.0000,$
46062,4365,Incentive,min,150.0000,$/ton
46063,4365,Incentive,max,1000.0000,$/ton
46064,4365,Incentive,max,70.0000,"% of cost"
46065,4366,Incentive,min,200.0000,$/Unit
46066,7211,Incentive,min,0.7500,"$/square foot"
46067,7211,Incentive,max,1.5000,"$/square foot"
46068,7211,Incentive,max,70.0000,"% of cost"
46069,7212,Incentive,,9.0000,"$/square foot"
46070,7212,Incentive,max,70.0000,"% of cost"
46071,7213,Incentive,max,70.0000,"% of cost"
46072,7214,Incentive,min,100.0000,$/Unit
46073,7214,Incentive,max,125.0000,$/Unit
46074,7214,Incentive,max,70.0000,"% of cost"
46075,4274,Incentive,,50.0000,$/Unit
46076,4275,Incentive,,2.0000,$/bulb
46077,4276,Incentive,min,650.0000,$/Unit
46078,4276,Incentive,max,800.0000,$/Unit
46079,4278,Incentive,min,0.1000,"$/square foot"
46080,4278,Incentive,max,0.6000,"$/square foot"
46081,4279,Incentive,,4.0000,"$/square foot"
46082,4280,Incentive,,40.0000,$/Unit
46083,7215,Incentive,,125.0000,$/Unit
46084,7215,Incentive,max,75.0000,"% of cost"
46085,7216,Incentive,,250.0000,$/Unit
46098,4348,Incentive,,50.0000,$/Unit
46099,4349,Incentive,,35.0000,$/Unit
46100,7217,Incentive,min,200.0000,$/Unit
46101,7217,Incentive,max,350.0000,$/Unit
46102,7218,Incentive,min,25.0000,$/ton
46103,7218,Incentive,max,100.0000,$/ton
46104,7219,Incentive,min,100.0000,$/ton
46105,7219,Incentive,max,125.0000,$/ton
46106,7220,Incentive,,1000.0000,$/ton
46107,7221,Incentive,,25.0000,$/Unit
46108,7222,Incentive,,2.5000,$/Unit
46109,7223,Incentive,max,50.0000,"% of cost"
46121,3874,Incentive,,300.0000,$/Unit
46122,3876,Incentive,min,4.0000,$/Unit
46123,3876,Incentive,max,10.0000,$/Unit
46124,3877,Incentive,min,35.0000,$/Unit
46125,3877,Incentive,max,150.0000,$/Unit
46126,7228,Incentive,min,100.0000,$/ton
46127,7228,Incentive,max,200.0000,$/ton
46128,7229,Incentive,,250.0000,$/ton
46129,4320,Incentive,min,75.0000,$/Unit
46130,4320,Incentive,max,250.0000,$/Unit
46131,4323,Incentive,min,150.0000,$/Unit
46132,4323,Incentive,max,500.0000,$/Unit
46133,7224,Incentive,min,1000.0000,$/Unit
46134,7224,Incentive,max,5000.0000,$/Unit
46135,7225,Incentive,min,25.0000,$/ton
46136,7225,Incentive,max,300.0000,$/ton
46137,7226,Incentive,min,75.0000,$/ton
46138,7226,Incentive,max,175.0000,$/ton
46139,7227,Incentive,,0.1500,"$/first year kWh savings"
46144,3691,Incentive,,150.0000,$/Unit
46145,3692,Incentive,min,300.0000,$/Unit
46146,3692,Incentive,max,400.0000,$/Unit
46147,7230,Incentive,,500.0000,$/Unit
46148,5922,Incentive,,400.0000,$/Unit
46150,57,Incentive,,150.0000,$/Unit
46151,58,Incentive,min,100.0000,$/ton
46152,58,Incentive,max,400.0000,$
46153,3695,Incentive,,350.0000,$/Unit
46154,3696,Incentive,min,35.0000,$/Unit
46155,3696,Incentive,max,50.0000,$/Unit
46156,3697,Incentive,,250.0000,$/Unit
46157,3698,Incentive,,25.0000,$/Unit
46158,5923,Incentive,,300.0000,$/Unit
46164,3261,Incentive,min,150.0000,$/Unit
46165,3261,Incentive,max,200.0000,$
46166,7231,Incentive,,50.0000,$/Unit
46167,7232,Incentive,min,175.0000,$/Unit
46168,7232,Incentive,max,225.0000,$/Unit
46169,3688,Incentive,min,175.0000,$/Unit
46170,3688,Incentive,max,225.0000,$/Unit
46171,3689,Incentive,min,150.0000,$/Unit
46172,3689,Incentive,max,200.0000,$/Unit
46173,3690,Incentive,,50.0000,$/Unit
46174,5899,Incentive,,0.3000,$/W
46175,3258,Incentive,,150.0000,$/Unit
46176,3259,Incentive,min,300.0000,$/Unit
46177,3259,Incentive,max,400.0000,$/Unit
46178,7233,Incentive,,500.0000,$/Unit
46185,474,System,max,25.0000,kW
46186,474,Incentive,min,100.0000,$/kW
46187,474,Incentive,max,30000.0000,$
46188,474,Incentive,max,40.0000,"% of cost"
46189,6761,System,max,25.0000,kW
46190,6761,Incentive,,250.0000,$/kW
46191,6761,Incentive,max,15000.0000,$
46192,6761,Incentive,max,40.0000,"% of cost"
46199,143,Incentive,,100.0000,%
46242,1662,Incentive,max,3100.0000,$
46278,2980,Incentive,,250.0000,$/ton
46279,2981,Incentive,min,200.0000,$
46280,2981,System,max,400.0000,Gallons
46281,2586,Incentive,min,200.0000,$
46282,2586,Incentive,max,600.0000,$
46283,2564,Incentive,,200.0000,$/ton
46284,2564,Incentive,max,1000.0000,$
46285,2565,Incentive,min,200.0000,$/Unit
46286,2565,Incentive,max,250.0000,$
46287,2566,Incentive,,500.0000,$/Unit
46288,2566,Incentive,max,1000.0000,$
46289,4242,Incentive,max,0.1800,"$/first year kWh savings"
46290,4242,Incentive,max,70.0000,"% of cost"
46302,7242,Incentive,,2.5000,"$/square foot"
46319,56,Incentive,,50.0000,$/Unit
46320,4926,Incentive,,100.0000,$/ton
46321,6177,Incentive,,1000.0000,$/Unit
46322,6178,Incentive,,300.0000,$/Unit
46323,495,Incentive,max,1000.0000,$/Unit
46324,4819,Incentive,,350.0000,$
46325,4820,Incentive,,150.0000,$/Unit
46326,4821,Incentive,,50.0000,$/Unit
46327,4822,Incentive,,75.0000,$/Unit
46328,4823,Incentive,,1000.0000,$
46332,6175,Incentive,,1000.0000,$/ton
46333,6176,Incentive,min,0.2500,$/kWh
46334,6176,Incentive,,0.3500,$/kWh
46335,4549,Incentive,,25.0000,$
46336,4550,Incentive,max,500.0000,$
46337,4551,Incentive,max,3000.0000,$
46338,4551,Incentive,min,800.0000,$
46339,4552,Incentive,max,1400.0000,$
46340,4554,Incentive,,1150.0000,$
46341,4555,Incentive,,5.0000,"$/square foot"
46349,4398,Incentive,,70.0000,"% of cost"
46350,2819,Incentive,max,6500.0000,$
46359,5924,Incentive,,17000.0000,$
46372,1025,Incentive,min,800.0000,$/Unit
46373,1025,Incentive,max,3800.0000,$/Unit
46374,1026,Incentive,min,800.0000,$/Unit
46375,1026,Incentive,max,1700.0000,$/Unit
46376,1027,Incentive,min,4.0000,"$/square foot"
46377,1027,Incentive,max,20.0000,"$/square foot"
46378,1028,Incentive,,0.8000,"$/square foot"
46379,5941,Incentive,,1400.0000,$/Unit
46384,187,Incentive,,0.7500,$/W
46385,188,Incentive,,1000.0000,$/Unit
46389,7253,Incentive,,650.0000,$/Unit
46390,7254,Incentive,max,650.0000,$
46391,7254,Incentive,max,50.0000,"% of cost"
46410,1029,Incentive,min,4000.0000,$/Unit
46411,1029,Incentive,max,12000.0000,$
46412,1030,Incentive,min,4000.0000,$/Unit
46413,1030,Incentive,max,20000.0000,$
46414,1031,Incentive,,4000.0000,$/Unit
46415,1031,Incentive,max,20000.0000,$
46416,2098,Incentive,,200.0000,$/ton
46417,2099,Incentive,,150.0000,$/Unit
46418,2100,Incentive,min,200.0000,$/Unit
46419,2100,Incentive,max,500.0000,$/Unit
46420,2102,Incentive,min,25.0000,$/Unit
46421,2102,Incentive,max,50.0000,$/Unit
46422,2104,Incentive,,0.0200,"$/square foot"
46423,5698,Incentive,,100.0000,$/Unit
46424,5700,Incentive,max,500.0000,$
46425,5700,Incentive,,50.0000,"% of cost"
46426,5701,Incentive,,100.0000,$
46427,7256,Incentive,max,50.0000,$
46428,3361,Incentive,min,10.0000,$/Unit
46429,3361,Incentive,max,300.0000,$
46430,3363,Incentive,min,1000.0000,$/Unit
46431,3363,Incentive,max,10950.0000,$
46432,3364,Incentive,min,45.0000,$/Unit
46433,3364,Incentive,max,115.0000,$
46434,3365,Incentive,,50.0000,%
46435,2097,Incentive,,75.0000,$/Unit
46447,5873,Incentive,,250.0000,$/Unit
46448,5874,Incentive,min,250.0000,$/Unit
46449,5874,Incentive,max,500.0000,$/Unit
46450,5875,Incentive,,50.0000,$/Unit
46451,5876,Incentive,,50.0000,$/Unit
46452,5877,Incentive,,30.0000,$
46453,5878,Incentive,min,175.0000,$
46454,5878,Incentive,max,250.0000,$
46455,5879,Incentive,,500.0000,$
46456,5880,Incentive,,50.0000,"% of cost"
46457,5880,Incentive,max,125.0000,$
46542,1249,Incentive,,50.0000,$/Unit
46543,1250,Incentive,min,250.0000,$/Unit
46544,1250,Incentive,max,500.0000,$/Unit
46545,1251,Incentive,,500.0000,$/Unit
46546,5936,Incentive,,30.0000,$/Unit
46547,5939,Incentive,min,175.0000,$/Unit
46548,5939,Incentive,max,250.0000,$/Unit
46549,5940,Incentive,,250.0000,$/Unit
46550,6080,Incentive,,50.0000,"% of cost"
46551,6080,Incentive,max,500.0000,$
46552,6081,Incentive,,50.0000,"% of cost"
46553,6081,Incentive,max,125.0000,$
46562,3366,Incentive,max,70.0000,"% of cost"
46563,4287,Incentive,max,750.0000,$/Unit
46564,4288,Incentive,min,225.0000,$/Unit
46565,4288,Incentive,max,1450.0000,$/Unit
46567,2105,Incentive,,200.0000,$/Unit
46576,7257,Incentive,min,400.0000,$/Unit
46577,7257,Incentive,max,650.0000,$/Unit
46578,7258,Incentive,,750.0000,$/Unit
46579,7259,Incentive,,675.0000,$/Unit
46580,7260,Incentive,max,1000.0000,$
46581,7261,Incentive,,100.0000,"% of cost"
46582,7262,Incentive,min,275.0000,$/Unit
46583,7262,Incentive,max,425.0000,$/Unit
46584,406,Incentive,min,500.0000,$/ton
46585,406,Incentive,max,750.0000,$/ton
46586,407,Incentive,min,60.0000,$/Unit
46587,407,Incentive,max,75.0000,$/Unit
46588,409,Incentive,min,20.0000,$/ton
46589,409,Incentive,max,75.0000,$/ton
46590,410,Incentive,min,80.0000,$/Unit
46591,410,Incentive,max,100.0000,$/Unit
46592,411,Incentive,min,25.0000,$/ton
46593,411,Incentive,max,40.0000,$/ton
46594,5366,Incentive,min,3.0000,$/Unit
46595,5366,Incentive,max,125.0000,$/Unit
46596,5368,Incentive,min,50.0000,"% of cost"
46597,5368,Incentive,max,50000.0000,$
46598,1088,Incentive,,75.0000,$/Unit
46599,1089,Incentive,min,225.0000,$/Unit
46600,1089,Incentive,max,600.0000,$/Unit
46601,5595,Incentive,min,75.0000,$/Unit
46602,5595,Incentive,max,500.0000,$/Unit
46603,5596,Incentive,,175.0000,$/Unit
46604,1086,Incentive,,300.0000,$/Unit
46605,6057,Incentive,,35.0000,$/Unit
46606,6058,Incentive,,25.0000,$/Unit
46607,1181,Incentive,,150.0000,$/Unit
46608,1182,Incentive,min,150.0000,$/Unit
46609,1182,Incentive,max,600.0000,$
46610,1183,Incentive,min,0.3000,"$/square foot"
46611,1183,Incentive,max,0.5000,$
46612,1184,Incentive,,20.0000,$/Unit
46613,1185,Incentive,,200.0000,$/Unit
46614,3077,Incentive,min,450.0000,$/Unit
46615,3079,Incentive,min,150.0000,$/Unit
46616,3079,Incentive,max,250.0000,$/Unit
46619,2856,Incentive,,50.0000,%
46620,2856,Incentive,,500.0000,$/kW
46621,987,Incentive,min,600.0000,$/Unit
46622,987,Incentive,max,800.0000,$/Unit
46623,7263,Incentive,,2.0000,$/Unit
46624,7263,Incentive,max,20.0000,$
46625,7264,Incentive,,30.0000,$/Unit
46626,184,Incentive,,0.6000,$/kWh
46627,184,Incentive,max,2000.0000,$
46629,2141,Incentive,,100.0000,"% of cost"
46630,7265,Incentive,min,105.0000,$/kW
46631,7265,Incentive,max,370.0000,$/kW
46632,7266,Incentive,,25.0000,$/Unit
46633,7267,Incentive,,0.2000,"$/square foot"
46634,7268,Incentive,,0.1500,"$/square foot"
46635,7269,Incentive,min,0.6000,"$/square foot"
46636,7269,Incentive,max,1.0000,"$/square foot"
46637,7270,Incentive,min,200.0000,$/kW
46638,7270,Incentive,max,350.0000,$/kW
46639,7271,Incentive,,800.0000,$/Unit
46640,7272,Incentive,,400.0000,$/Unit
46641,3205,Incentive,min,350.0000,$/Unit
46642,3205,Incentive,max,400.0000,$/Unit
46643,3206,Incentive,min,100.0000,$/Unit
46644,3206,Incentive,max,150.0000,$/Unit
46645,3207,Incentive,min,300.0000,$/Unit
46646,3207,Incentive,max,400.0000,$/Unit
46647,475,Incentive,max,7500.0000,$
46648,248,Incentive,min,200.0000,$/ton
46649,249,Incentive,min,25.0000,$/Unit
46650,249,Incentive,max,40.0000,$/Unit
46651,250,Incentive,,125.0000,$/Unit
46652,250,Incentive,max,500.0000,$/Unit
46653,251,Incentive,min,25.0000,$/Unit
46654,251,Incentive,max,40.0000,$/Unit
46655,252,Incentive,min,25.0000,$/Unit
46656,252,Incentive,max,75.0000,$/Unit
46657,253,Incentive,min,15.0000,$/Unit
46658,253,Incentive,max,40.0000,$/Unit
46659,254,Incentive,,25.0000,$/Unit
46660,254,Incentive,max,200.0000,$/Unit
46661,255,Incentive,min,50.0000,$/Unit
46662,509,Incentive,,25.0000,$/Unit
46663,512,Incentive,,25.0000,$/Unit
46664,514,Incentive,max,100.0000,$
46665,515,Incentive,,300.0000,$/Unit
46666,515,Incentive,max,350.0000,$
46667,516,Incentive,min,200.0000,$/Unit
46668,516,Incentive,max,300.0000,$/Unit
46669,518,Incentive,,25.0000,$/Unit
46670,519,Incentive,,300.0000,$
46671,520,Incentive,min,1.5000,$/Unit
46672,520,Incentive,max,4.0000,$/Unit
46673,232,Incentive,,25.0000,$
46674,235,Incentive,,25.0000,$
46675,236,Incentive,min,25.0000,$
46676,236,Incentive,max,300.0000,$
46677,238,Incentive,,150.0000,$
46678,239,Incentive,min,1.5000,$/Unit
46679,239,Incentive,max,4.0000,$
46680,5132,Incentive,,200.0000,$/ton
46681,5134,Incentive,,25.0000,$
46688,766,Incentive,max,400.0000,$/Unit
46689,768,Incentive,,1.0000,"$/square foot"
46690,6182,Incentive,,50.0000,$
46691,7273,Incentive,max,250.0000,$
46692,6183,Incentive,,750.0000,$
46693,7274,Incentive,min,250.0000,$
46694,7274,Incentive,max,750.0000,$
46695,3321,Incentive,,100.0000,"% of cost"
46696,3136,Incentive,max,100.0000,"% of cost"
46697,3138,Incentive,,200.0000,$/ton
46698,3138,Incentive,max,1000.0000,$
46699,3139,Incentive,,200.0000,$/ton
46700,3139,Incentive,max,700.0000,$
46701,2282,Incentive,,500.0000,$/Unit
46702,6179,Incentive,,100.0000,$/Unit
46703,7275,Incentive,min,300.0000,$
46704,7275,Incentive,max,500.0000,$
46705,2923,Incentive,max,5.0000,$
46718,556,Incentive,max,250.0000,$/ton
46719,559,Incentive,max,500.0000,$/Unit
46720,560,Incentive,,25.0000,$/kW
46735,6174,Incentive,,2.5000,"$/square foot"
46736,6824,Incentive,max,1000.0000,$
46737,6825,Incentive,max,2000.0000,$
46738,6945,Incentive,,300.0000,$
46739,6946,Incentive,,50.0000,"% of cost"
46740,6946,Incentive,max,15000.0000,$
46741,6943,Incentive,,300.0000,$
46742,6944,Incentive,,50.0000,"% of cost"
46743,6944,Incentive,max,15000.0000,$
46787,7276,Incentive,max,4000.0000,$
46788,7277,Incentive,max,500.0000,$
46789,7278,Incentive,max,400.0000,$
46790,7279,Incentive,max,1000.0000,$
46791,7280,Incentive,,50.0000,"% of cost"
46792,3879,Incentive,,50.0000,$/Unit
46793,3880,Incentive,,50.0000,$/Unit
46794,3883,Incentive,,1.0000,"$/square foot"
46795,3884,Incentive,,20.0000,$/Unit
46796,3884,Incentive,max,3.0000,
46797,3885,Incentive,,300.0000,$/Unit
46798,6089,Incentive,,50.0000,$/Unit
46799,6089,Incentive,max,2.0000,
46800,547,Incentive,,200.0000,$/ton
46801,548,Incentive,,100.0000,$/Unit
46802,549,Incentive,,50.0000,$/Unit
46803,550,Incentive,,50.0000,$/Unit
46804,551,Incentive,,15.0000,$/Unit
46805,552,Incentive,,250.0000,$
46806,553,Incentive,,25.0000,$/Unit
46807,5278,Incentive,min,20.0000,"$/square foot"
46808,5278,Incentive,max,2000.0000,"$/square foot"
46809,6282,Incentive,,0.2000,$/W
46810,173,Incentive,,20.0000,"$/square foot"
46811,173,Incentive,max,2000.0000,$
46823,964,Incentive,max,200.0000,$/Unit
46824,965,Incentive,max,900.0000,$/Unit
46825,966,Incentive,max,1200.0000,$/Unit
46826,967,Incentive,max,950.0000,$/Unit
46827,968,Incentive,,50.0000,$/motor
46828,5288,Incentive,max,400.0000,$/Unit
46829,285,Incentive,,25.0000,$/Unit
46830,286,Incentive,,25.0000,$/Unit
46831,287,Incentive,,25.0000,$/Unit
46832,289,Incentive,min,50.0000,$/Unit
46833,289,Incentive,max,100.0000,$/Unit
46834,5141,Incentive,max,50.0000,$
46840,563,Incentive,,25.0000,$/Unit
46841,565,Incentive,,150.0000,$/Unit
46842,6322,Incentive,min,250.0000,$/Unit
46843,6322,Incentive,max,350.0000,$/Unit
46844,6323,Incentive,,200.0000,$/ton
46881,4526,Incentive,,200.0000,$
46882,6091,Incentive,,50.0000,$
46883,6092,Incentive,,5.0000,"$/square foot"
46884,6092,Incentive,max,1000.0000,$
46885,6093,Incentive,max,1000.0000,$
46901,5776,Incentive,,1000.0000,$
46902,5777,Incentive,,500.0000,$
46903,5712,Incentive,,250.0000,$/Unit
46904,5715,Incentive,,50.0000,$/Unit
46905,1312,Incentive,,200.0000,$/Unit
46906,1313,Incentive,min,150.0000,$/Unit
46907,1313,Incentive,max,200.0000,$
46908,1314,Incentive,,200.0000,$/Unit
46909,1315,Incentive,,200.0000,$/Unit
46910,1280,Incentive,,50.0000,$/Unit
46913,1278,Incentive,,150.0000,$/Unit
46914,1279,Incentive,,250.0000,$/Unit
46920,2180,Incentive,,80.0000,"% of cost"
46921,5254,Incentive,,30.0000,$/Unit
46922,7283,Incentive,,0.1200,"$/square foot"
46923,7284,Incentive,min,450.0000,$/Unit
46924,7284,Incentive,max,950.0000,$/Unit
46935,2234,Incentive,min,150.0000,$/Unit
46936,2234,Incentive,max,550.0000,$/Unit
46937,5241,Incentive,min,1.0000,"$/square foot"
46938,5241,Incentive,max,3.2500,"$/square foot"
46939,5243,Incentive,,25.0000,$/Unit
46940,5243,Incentive,,85.0000,$/Unit
46941,5245,Incentive,,800.0000,$/Unit
46942,5246,Incentive,,300.0000,$/Unit
46943,7285,Incentive,min,200.0000,$/Unit
46944,7285,Incentive,max,600.0000,$/Unit
46945,7286,Incentive,,0.1200,"$/square foot"
46946,2228,Incentive,,0.2000,"$/square foot"
46947,5249,Incentive,,30.0000,$/Unit
46948,5249,Incentive,,85.0000,$
46949,5251,Incentive,,420.0000,$/kW
46950,7287,Incentive,,225.0000,$/kW
46951,7288,Incentive,,0.1500,"$/square foot"
46952,7289,Incentive,,1.0000,"$/square foot"
46953,7290,Incentive,,350.0000,$/kW
46954,7291,Incentive,,800.0000,$/Unit
46955,7292,Incentive,,400.0000,$/kW
46956,4176,Incentive,min,100.0000,$
46957,4176,Incentive,max,200.0000,$
46958,4177,Incentive,,75.0000,$
46959,4178,Incentive,min,150.0000,$/ton
46960,4178,Incentive,max,300.0000,$/ton
46961,4179,Incentive,,50.0000,$
46962,4180,Incentive,min,50.0000,$
46963,4180,Incentive,max,200.0000,$
46964,4183,Incentive,,0.0800,$/kWh
46965,4184,Incentive,,1.0000,"$/square foot"
46966,7293,Incentive,min,0.0600,"$/first year kWh savings"
46967,7293,Incentive,max,0.1000,"$/first year kWh savings"
46968,7294,Incentive,,15.0000,$/Unit
46969,7295,Incentive,min,0.1000,"$/square foot"
46970,7295,Incentive,max,0.2000,"$/square foot"
46971,7296,Incentive,min,50.0000,$/Unit
46972,7296,Incentive,max,100.0000,$/Unit
46973,7297,Incentive,,0.2000,"$/square foot"
46974,7298,Incentive,,25.0000,$/Unit
46975,7298,Incentive,,100.0000,"% of cost"
46976,7299,Incentive,min,230.0000,$/ton
46977,7299,Incentive,max,290.0000,$/ton
46978,7300,Incentive,min,50.0000,$/ton
46979,7300,Incentive,max,75.0000,$/ton
46980,7301,Incentive,min,150.0000,$/Unit
46981,7301,Incentive,max,175.0000,$/Unit
46982,7302,Incentive,min,2.5000,$/Unit
46983,7302,Incentive,max,6.0000,$/Unit
46984,7303,Incentive,,175.0000,"$/kW peak demand reduction"
46985,7304,Incentive,min,0.7100,"$/square foot"
46986,7304,Incentive,max,1.1900,"$/square foot"
46987,7305,Incentive,min,2.2000,"$/square foot"
46988,7305,Incentive,max,2.7500,"$/square foot"
46989,6107,Incentive,,0.1500,$/kWh
46990,6108,Incentive,,200.0000,$/ton
46991,6109,Incentive,,0.1500,$/kWh
46992,6110,Incentive,,175.0000,$/ton
46993,6111,Incentive,,25.0000,$/ton
46994,6112,Incentive,max,200.0000,$
46995,3980,Incentive,,25.0000,$/Unit
46996,3981,Incentive,min,100.0000,$/Unit
46997,3981,Incentive,max,750.0000,$/Unit
46998,3982,Incentive,min,100.0000,$
46999,3982,Incentive,max,600.0000,$
47000,3983,Incentive,,900.0000,$
47001,3985,Incentive,,200.0000,$/Unit
47002,3987,Incentive,,5.0000,"$/square foot"
47003,3988,Incentive,min,0.3000,"$/square foot"
47004,3988,Incentive,max,1.0000,"$/square foot"
47005,6105,Incentive,,75.0000,$
47006,6106,Incentive,,40.0000,$
47007,6125,Incentive,min,0.0900,$/kWh
47008,6125,Incentive,max,0.2300,$/kWh
47009,6126,Incentive,,80.0000,$/horsepower
47010,7306,Incentive,,0.1100,$/kWh
47011,7307,Incentive,,0.2300,$/kWh
47012,7308,Incentive,min,1500.0000,$/Unit
47013,7308,Incentive,max,4000.0000,$/Unit
47014,7309,Incentive,,50.0000,$/Unit
47015,7310,Incentive,max,1500.0000,$
47016,5037,Incentive,,500.0000,$/Unit
47017,5038,Incentive,min,400.0000,$/Unit
47018,5038,Incentive,max,1000.0000,$/Unit
47019,7312,Incentive,,15.0000,$/Unit
47020,7313,Incentive,,40.0000,$/Unit
47021,6354,Incentive,min,200.0000,$/Unit
47022,6354,Incentive,max,300.0000,$/Unit
47023,6355,Incentive,,200.0000,$/Unit
47024,6356,Incentive,,50.0000,"% of cost"
47025,6357,Incentive,min,125.0000,$/Unit
47026,6357,Incentive,max,300.0000,$/Unit
47027,6358,Incentive,,300.0000,$/Unit
47028,6359,Incentive,,45.0000,$/Unit
47029,6360,Incentive,,30.0000,$/Unit
47030,6351,Incentive,,50.0000,"% of cost"
47031,6351,Incentive,max,50.0000,
47032,6352,Incentive,,45.0000,$/Unit
47033,6353,Incentive,,30.0000,$/Unit
47034,5856,Incentive,,50.0000,$
47035,5857,Incentive,,250.0000,$
47042,2347,Incentive,min,100.0000,$/Unit
47043,2347,Incentive,max,250.0000,$/Unit
47044,2349,Incentive,min,250.0000,$/Unit
47045,2349,Incentive,max,400.0000,$/Unit
47046,2336,Incentive,,25.0000,%
47047,2336,Incentive,max,750.0000,$
47048,2337,Incentive,,25.0000,%
47049,2337,Incentive,max,750.0000,$
47060,2328,Incentive,max,500.0000,$
47061,2329,Incentive,max,400.0000,$
47062,2330,Incentive,max,400.0000,$
47063,2331,Incentive,,400.0000,$/Unit
47081,4290,Incentive,min,60.0000,$/Unit
47082,4290,Incentive,max,80.0000,$/Unit
47083,4291,Incentive,min,30.0000,$/Unit
47084,4291,Incentive,max,40.0000,$/Unit
47085,4292,Incentive,min,50.0000,$/Unit
47086,4292,Incentive,max,60.0000,$/Unit
47087,4292,Incentive,min,140.0000,$/ton
47088,4292,Incentive,max,250.0000,$/ton
47089,4293,Incentive,min,25.0000,$/Unit
47090,4293,Incentive,max,30.0000,$/Unit
47091,4294,Incentive,min,400.0000,$/Unit
47092,4294,Incentive,max,450.0000,$/Unit
47093,7314,Incentive,max,599.0000,$
47094,7315,Incentive,min,150.0000,$/ton
47095,7315,Incentive,max,170.0000,$/ton
47096,7316,Incentive,min,400.0000,$/Unit
47097,7316,Incentive,max,450.0000,$/Unit
47106,3928,Incentive,min,150.0000,$/Unit
47107,3928,Incentive,max,200.0000,$/Unit
47108,3932,Incentive,min,50.0000,$
47109,3932,Incentive,max,350.0000,$
47110,3934,Incentive,min,125.0000,$/Unit
47111,3934,Incentive,max,300.0000,$/Unit
47112,3935,Incentive,,300.0000,$/Unit
